"","ColonyID","Timepoint","Initial_mass_g","Dry_mass_g","Burnt_mass_g","X","Species","Phenotype","Without_wax_weight_g","With_wax_weight_g","delta.mass.g","surface.area.cm2","Notes","dry_mass_g_mL","burnt_mass_g_mL","dry_biomass_g","dw_mg_cm2","ash_biomass_g","afdw_mg_cm2"
"136","236","January_2024",0.3908,0.4059,0.4042,136,"Porites compressa","Resistant",6.0652,6.7105,0.6453,25.6753770460689,"",20.295,20.21,19.9042,775.225227044815,0.0849999999999973,3.31056482043022
"137","237","January_2024",0.3896,0.4051,0.4028,137,"Porites compressa","Susceptible",5.4604,5.9551,0.4947,19.6832620869212,"",20.255,20.14,19.8654,1009.25344144047,0.115000000000002,5.84252749834669
"138","238","January_2024",0.3822,0.3965,0.3946,138,"Porites compressa","Resistant",3.4248,3.7081,0.2833,11.2720197073475,"",19.825,19.73,19.4428,1724.8727827655,0.0949999999999989,8.42794835942972
"139","239","January_2024",0.3753,0.3912,0.3892,139,"Porites compressa","Susceptible",5.1846,5.5781,0.3935,15.6566881568698,"",19.56,19.46,19.1847,1225.3357675507,0.0999999999999979,6.38704680057897
"140","240","January_2024",0.386,0.3997,0.3981,140,"Porites compressa","Resistant",3.3874,3.6747,0.2873,11.4311728271123,"",19.985,19.905,19.599,1714.52223638115,0.0799999999999983,6.99840700599464
"141","241","January_2024",0.3776,0.3924,0.3905,141,"Porites compressa","Susceptible",7.7339,8.5021,0.7682,30.5653566508447,"",19.62,19.525,19.2424,629.549336518808,0.0949999999999989,3.10809394718362
"142","242","January_2024",0.3862,0.3997,0.3987,142,"Porites compressa","Resistant",5.4569,6.0295,0.5726,22.7827690943422,"",19.985,19.935,19.5988,860.246615275011,0.0500000000000007,2.19464103739776
"143","243","January_2024",0.3856,0.3988,0.3972,143,"Porites compressa","Susceptible",5.7742,6.3655,0.591299999999999,23.526809929243,"",19.94,19.86,19.5544,831.153907342728,0.0799999999999983,3.4003760068024
"144","244","January_2024",0.3846,0.3986,0.3973,144,"Porites compressa","Resistant",6.4237,6.9809,0.5572,22.1700295832474,"",19.93,19.865,19.5454,881.613618358422,0.0650000000000013,2.93188602910652
"145","247","January_2024",0.3924,0.4057,0.4046,145,"Porites compressa","Susceptible",7.0335,7.6819,0.6484,25.7987207138866,"",20.285,20.23,19.8926,771.069241014438,0.0549999999999997,2.13188865486633
"146","248","January_2024",0.3876,0.4026,0.401,146,"Porites compressa","Resistant",5.8809,6.3511,0.4702,18.7084492283614,"",20.13,20.05,19.7424,1055.26651402358,0.0799999999999983,4.27614277503669
"147","1","May_2024",0.4225,0.4329,0.4317,147,"Montipora capitata","Susceptible",3.0905,3.5594,0.4689,10.6837636555434,"",21.645,21.585,21.2225,1986.42544745816,0.0600000000000023,5.61599843786048
"148","2","May_2024",0.4236,0.4328,0.4322,148,"Montipora capitata","Resistant",2.6384,3.2776,0.6392,14.5640045396105,"",21.64,21.61,21.2164,1456.76966402315,0.0300000000000011,2.05987301901812
"149","3","May_2024",0.4224,0.4331,0.4323,149,"Montipora capitata","Susceptible",1.4658,1.8136,0.3478,7.92453188184689,"",21.655,21.615,21.2326,2679.35069434682,0.0399999999999956,5.04761676732294
"150","4","May_2024",0.4218,0.4322,0.431,150,"Montipora capitata","Resistant",3.5062,4.0065,0.5003,11.3992044292352,"",21.61,21.55,21.1882,1858.74375106909,0.0599999999999987,5.26352521989329
"151","12","May_2024",0.427,0.4361,0.4354,151,"Montipora capitata","Resistant",1.7534,2.0593,0.3059,6.96985135899069,"",21.805,21.77,21.378,3067.21031753764,0.0350000000000001,5.02162789380755
"152","19","May_2024",0.4261,0.4364,0.4354,152,"Montipora capitata","Susceptible",2.1779,4.4463,2.2684,51.6848997147254,"May be overestimation ",21.82,21.77,21.3939,413.929409132717,0.0500000000000007,0.967400542053395
"153","20","May_2024",0.4256,0.4363,0.4352,153,"Montipora capitata","Resistant",2.5349,3.0225,0.4876,11.1098382564363,"",21.815,21.76,21.3894,1925.26655260786,0.0550000000000033,4.95056712172564
"154","26","May_2024",0.416,0.4276,0.4263,154,"Porites compressa","Resistant",3.7867,4.1552,0.3685,8.39617595877106,"",21.38,21.315,20.964,2496.85095964431,0.0649999999999977,7.74161955623328
"155","27","May_2024",0.4105,0.4195,0.4186,155,"Porites compressa","Susceptible",2.8378,3.1289,0.2911,6.63263723635891,"",20.975,20.93,20.5645,3100.50124364848,0.0449999999999982,6.78463157208664
"156","28","May_2024",0.4141,0.4252,0.424,156,"Porites compressa","Resistant",4.7765,5.4005,0.624,14.2176765217724,"",21.26,21.2,20.8459,1466.1959686646,0.0600000000000023,4.22009882614227
"157","29","May_2024",0.416,0.4267,0.4259,157,"Porites compressa","Susceptible",4.6988,5.1612,0.4624,10.5356628584416,"",21.335,21.295,20.919,1985.54189528178,0.0399999999999991,3.79662870171947
"158","41","May_2024",0.4203,0.4292,0.4282,158,"Porites compressa","Susceptible",2.9568,3.2532,0.2964,6.75339634784192,"",21.46,21.41,21.0397,3115.42502710112,0.0500000000000007,7.40368215112659
"159","42","May_2024",0.4232,0.4337,0.4329,159,"Porites compressa","Resistant",2.6487,2.9358,0.2871,6.54149828429627,"",21.685,21.645,21.2618,3250.29512750034,0.0399999999999991,6.11480707654154
"160","43","May_2024",0.4117,0.4211,0.4199,160,"Porites compressa","Susceptible",7.8219,8.5233,0.7014,15.9812152441846,"",21.055,20.995,20.6433,1291.72279357866,0.0599999999999987,3.75440785217082
"161","44","May_2024",0.4126,0.4217,0.4209,161,"Porites compressa","Resistant",4.377,4.7609,0.383900000000001,8.74706092421227,"",21.085,21.045,20.6724,2363.35383726182,0.0400000000000027,4.57296460452
"162","201","May_2024",0.4251,0.4375,0.4364,162,"Montipora capitata","Susceptible",5.7933,6.6485,0.8552,19.4855079509933,"",21.875,21.82,21.4499,1100.81297618452,0.0549999999999997,2.82261053385555
"163","202","May_2024",0.4176,0.4297,0.4286,163,"Montipora capitata","Resistant",5.2783,5.9094,0.6311,14.3794481616836,"",21.485,21.43,21.0674,1465.10490271369,0.0550000000000033,3.82490338861263
"164","203","May_2024",0.4258,0.4371,0.4357,164,"Montipora capitata","Susceptible",4.0548,5.0011,0.9463,21.56119758422,"",21.855,21.785,21.4292,993.87800312555,0.0700000000000003,3.24657291073809
"165","204","May_2024",0.4244,0.4346,0.4334,165,"Montipora capitata","Resistant",2.4906,2.8873,0.3967,9.03870557081271,"",21.73,21.67,21.3056,2357.15167764717,0.0599999999999987,6.63811864762444
"166","205","May_2024",0.4248,0.4355,0.434,166,"Montipora capitata","Susceptible",3.0598,4.332,1.2722,28.9867437035239,"May be overestimation",21.775,21.7,21.3502,736.550480397854,0.0749999999999993,2.58738962772426
"167","206","May_2024",0.4259,0.4354,0.4348,167,"Montipora capitata","Resistant",3.1889,3.687,0.4981,11.3490780056007,"",21.77,21.74,21.3441,1880.69021901751,0.0299999999999976,2.6433865363506
"168","209","May_2024",0.4249,0.4347,0.4342,168,"Montipora capitata","Susceptible",1.3849,1.7063,0.3214,7.32301479823344,"",21.735,21.71,21.3101,2910.0173340003,0.0250000000000021,3.41389450776926
"169","210","May_2024",0.4212,0.4322,0.4311,169,"Montipora capitata","Resistant",4.6381,5.8471,1.209,27.5467482609341,"May be overestimation",21.61,21.555,21.1888,769.19423662245,0.0549999999999997,1.99660589623926
"170","211","May_2024",0.4221,0.4361,0.4342,170,"Montipora capitata","Susceptible",6.1566,7.065,0.9084,20.6976560134264,"",21.805,21.71,21.3829,1033.10732317365,0.0950000000000024,4.58989172196005
"171","213","May_2024",0.425,0.4342,0.4333,171,"Montipora capitata","Susceptible",2.5325,3.1507,0.6182,14.0855250412816,"",21.71,21.665,21.285,1511.12577895523,0.0449999999999982,3.19476908870014
"172","214","May_2024",0.4301,0.4419,0.4406,172,"Montipora capitata","Resistant",2.8819,3.5277,0.6458,14.7143838105139,"",22.095,22.03,21.6649,1472.36202881426,0.0650000000000013,4.41744627821633
"173","219","May_2024",0.4203,0.4319,0.431,173,"Montipora capitata","Susceptible",1.8615,2.2915,0.43,9.79743734673423,"",21.595,21.55,21.1747,2161.2488297318,0.0449999999999982,4.59303779217307
"174","220","May_2024",0.4237,0.4335,0.4331,174,"Montipora capitata","Resistant",2.0131,2.4521,0.439,10.0024999888752,"",21.675,21.655,21.2513,2124.59885265041,0.0200000000000031,1.99950012719292
"175","221","May_2024",0.4197,0.4298,0.4288,175,"Montipora capitata","Susceptible",2.4268,3.1679,0.7411,16.8857693434064,"",21.49,21.44,21.0703,1247.81403627473,0.0500000000000007,2.96107325542291
"176","225","May_2024",0.4219,0.4311,0.4305,176,"Porites compressa","Susceptible",2.1784,2.3916,0.2132,4.85770614493892,"",21.555,21.525,21.1331,4350.42782940213,0.0300000000000011,6.17575437972038
"177","233","May_2024",0.4129,0.4235,0.4226,177,"Porites compressa","Susceptible",4.7032,5.1296,0.4264,9.71541228987785,"",21.175,21.13,20.7621,2137.02716678646,0.0450000000000017,4.63181578479028
"178","234","May_2024",0.4178,0.4279,0.4269,178,"Porites compressa","Resistant",3.0958,3.3779,0.2821,6.42757459421796,"",21.395,21.345,20.9772,3263.62606804601,0.0500000000000007,7.77898401132195
"179","235","May_2024",0.4166,0.4269,0.4258,179,"Porites compressa","Susceptible",3.5993,3.9504,0.3511,7.99972151729858,"",21.345,21.29,20.9284,2616.14106875402,0.0549999999999997,6.87523932940263
"180","236","May_2024",0.4219,0.4307,0.4304,180,"Porites compressa","Resistant",1.6927,1.9149,0.2222,5.06276878707987,"",21.535,21.52,21.1131,4170.26747377451,0.0150000000000006,2.96280565651752
"181","237","May_2024",0.424,0.434,0.4333,181,"Porites compressa","Susceptible",3.2682,3.5918,0.3236,7.37314122186789,"",21.7,21.665,21.276,2885.60863813348,0.0350000000000001,4.74695912458508
"182","238","May_2024",0.4175,0.4267,0.4261,182,"Porites compressa","Resistant",4.0777,4.3758,0.2981,6.79213040246854,"",21.335,21.305,20.9175,3079.66702058572,0.0300000000000011,4.41687632927335
"183","239","May_2024",0.4174,0.4272,0.4261,183,"Porites compressa","Susceptible",3.1115,3.4157,0.3042,6.93111730436408,"",21.36,21.305,20.9426,3021.53304876456,0.0549999999999997,7.93522856197654
"184","240","May_2024",0.4229,0.4341,0.4331,184,"Porites compressa","Resistant",3.7585,4.1141,0.355599999999999,8.10225283836903,"",21.705,21.655,21.2821,2626.68919676469,0.0500000000000007,6.17112314284006
"185","241","May_2024",0.4164,0.4266,0.4257,185,"Porites compressa","Susceptible",4.6449,5.0587,0.4138,9.42832459088052,"",21.33,21.285,20.9136,2218.16716198215,0.0449999999999982,4.77285222482943
"186","242","May_2024",0.4199,0.4318,0.4308,186,"Porites compressa","Resistant",5.0434,5.5827,0.5393,12.287809211846,"",21.59,21.54,21.1701,1722.85389812132,0.0500000000000007,4.06907359464846
"187","243","May_2024",0.4267,0.438,0.4372,187,"Porites compressa","Susceptible",3.1884,3.4815,0.2931,6.67820671239023,"",21.9,21.86,21.4733,3215.42907022631,0.0399999999999991,5.98963190609033
"188","244","May_2024",0.4286,0.4381,0.4375,188,"Porites compressa","Resistant",2.6045,2.895,0.2905,6.61896639354952,"",21.905,21.875,21.4764,3244.675788191,0.0300000000000011,4.53242972033178
"189","247","May_2024",0.4212,0.4311,0.4298,189,"Porites compressa","Susceptible",4.2585,4.6917,0.4332,9.87034850838434,"",21.555,21.49,21.1338,2141.140202096,0.0649999999999977,6.58538043968596
"190","248","May_2024",0.4235,0.4342,0.4335,190,"Porites compressa","Resistant",3.3045,3.6186,0.3141,7.15668621071911,"",21.71,21.675,21.2865,2974.35144887554,0.0349999999999966,4.89053159094421
"191","1","October_2024",0.4103,0.4197,0.4191,191,"Montipora capitata","Susceptible",3.3684,3.9174,0.549,12.5088211705979,"",20.985,20.955,20.5747,1644.81526431612,0.0300000000000011,2.3983075296109
"192","2","October_2024",0.4087,0.4191,0.4181,192,"Montipora capitata","Resistant",4.1389,4.8378,0.6989,15.9242533991455,"",20.955,20.905,20.5463,1290.25201276328,0.0499999999999972,3.13986462955181
"193","3","October_2024",0.4152,0.4246,0.4242,193,"Montipora capitata","Susceptible",3.3883,3.8112,0.4229,9.63566570682303,"",21.23,21.21,20.8148,2160.18286990395,0.0199999999999996,2.07562202846427
"194","4","October_2024",0.4234,0.4337,0.4329,194,"Montipora capitata","Resistant",5.1658,5.8607,0.6949,15.8331144470828,"",21.685,21.645,21.2616,1342.85645891465,0.0399999999999991,2.52635071474324
"195","12","October_2024",0.4262,0.4367,0.4362,195,"Montipora capitata","Resistant",4.1583,4.741,0.5827,13.2766668417257,"",21.835,21.81,21.4088,1612.51315975759,0.0249999999999986,1.88300273690901
"196","19","October_2024",0.422,0.4328,0.4319,196,"Montipora capitata","Susceptible",2.4425,2.9485,0.506,11.5290774359245,"",21.64,21.595,21.218,1840.39010215032,0.0450000000000017,3.90317440836871
"197","20","October_2024",0.4262,0.4364,0.4357,197,"Montipora capitata","Resistant",3.8951,4.5296,0.634500000000001,14.4569162709369,"",21.82,21.785,21.3938,1479.83149373345,0.0350000000000001,2.42098656062369
"198","26","October_2024",0.4181,0.4288,0.4281,198,"Porites compressa","Resistant",4.7033,5.2417,0.5384,12.2673029476319,"",21.44,21.405,21.0219,1713.65295939464,0.0350000000000037,2.85311287651538
"199","27","October_2024",0.4183,0.4289,0.4279,199,"Porites compressa","Susceptible",4.4456,4.9307,0.4851,11.0528764113971,"",21.445,21.395,21.0267,1902.3735738435,0.0500000000000007,4.52370931682938
"200","28","October_2024",0.4126,0.4222,0.4214,200,"Porites compressa","Resistant",3.3026,3.7628,0.4602,10.4855364348072,"",21.11,21.07,20.6974,1973.89996484053,0.0399999999999991,3.81477859990237
"201","29","October_2024",0.4113,0.4207,0.42,201,"Porites compressa","Susceptible",3.0881,3.4493,0.3612,8.22984737125675,"",21.035,21,20.6237,2505.96384958846,0.0350000000000001,4.25281277053081
"202","41","October_2024",0.4128,0.4226,0.422,202,"Porites compressa","Susceptible",2.7768,3.1339,0.3571,8.13642994539254,"",21.13,21.1,20.7172,2546.22729367093,0.0300000000000011,3.68712078901256
"203","42","October_2024",0.4125,0.4229,0.4215,203,"Porites compressa","Resistant",6.7254,7.3365,0.6111,13.9237534013704,"",21.145,21.075,20.7325,1489.00223972363,0.0700000000000003,5.02738004488867
"204","43","October_2024",0.4278,0.4387,0.438,204,"Porites compressa","Susceptible",5.5479,6.0774,0.5295,12.0645187792925,"",21.935,21.9,21.5072,1782.68196133234,0.0350000000000001,2.90106888142725
"205","44","October_2024",0.4217,0.4312,0.4309,205,"Porites compressa","Resistant",3.9623,4.4122,0.4499,10.2508536332459,"",21.56,21.545,21.1383,2062.10143625928,0.0150000000000006,1.46329276923359
"206","201","October_2024",0.4233,0.4332,0.4326,206,"Montipora capitata","Susceptible",3.0172,3.4133,0.3961,9.02503472800332,"",21.66,21.63,21.2367,2353.08789827764,0.0300000000000011,3.32408693197774
"207","202","October_2024",0.4219,0.4325,0.4314,207,"Montipora capitata","Resistant",4.3985,4.9623,0.5638,12.8460352932297,"",21.625,21.57,21.2031,1650.55595100029,0.0549999999999997,4.28147663808666
"208","203","October_2024",0.4227,0.4324,0.4317,208,"Montipora capitata","Susceptible",1.9879,2.3238,0.3359,7.65339349946052,"",21.62,21.585,21.1973,2769.66028226488,0.0350000000000037,4.57313478033905
"209","204","October_2024",0.4222,0.433,0.4319,209,"Montipora capitata","Resistant",4.2963,4.8608,0.564500000000001,12.8619846098406,"",21.65,21.595,21.2278,1650.4295910725,0.0549999999999997,4.27616745536452
"210","205","October_2024",0.4172,0.428,0.4269,210,"Montipora capitata","Susceptible",3.9914,4.6681,0.6767,15.4184322151978,"",21.4,21.345,20.9828,1360.89063447822,0.0549999999999997,3.56715904914034
"211","206","October_2024",0.4192,0.4318,0.4302,211,"Montipora capitata","Resistant",6.9817,8.1889,1.2072,27.5057357325059,"May be an overestimation",21.59,21.51,21.1708,769.686737554911,0.0799999999999983,2.90848428044248
"212","209","October_2024",0.4154,0.4268,0.4257,212,"Montipora capitata","Susceptible",3.2054,3.8081,0.6027,13.7323616020389,"",21.34,21.285,20.9246,1523.74373806857,0.0549999999999997,4.00513776099762
"213","210","October_2024",0.4127,0.4234,0.4228,213,"Montipora capitata","Resistant",6.0597,7.0884,1.0287,23.4386599967104,"",21.17,21.14,20.7573,885.600968780352,0.0300000000000011,1.27993665184834
"214","211","October_2024",0.4151,0.4265,0.4254,214,"Montipora capitata","Susceptible",6.7787,7.8706,1.0919,24.8786554393002,"",21.325,21.27,20.9099,840.475485140935,0.0549999999999997,2.21073040438984
"215","213","October_2024",0.4156,0.4259,0.4252,215,"Montipora capitata","Susceptible",1.7448,2.1297,0.3849,8.76984566222792,"",21.295,21.26,20.8794,2380.81726910297,0.0350000000000001,3.99094822737264
"216","214","October_2024",0.4175,0.4279,0.4268,216,"Montipora capitata","Resistant",3.128,3.7348,0.6068,13.8257790279031,"",21.395,21.34,20.9775,1517.27435811489,0.0549999999999997,3.97807601936926
"217","219","October_2024",0.4187,0.4301,0.4288,217,"Montipora capitata","Susceptible",4.564,5.4802,0.9162,20.8753769699486,"",21.505,21.44,21.0863,1010.10391478703,0.0649999999999977,3.11371622623003
"218","220","October_2024",0.4205,0.431,0.43,218,"Montipora capitata","Resistant",2.962,3.4617,0.4997,11.3855335864258,"",21.55,21.5,21.1295,1855.81991740741,0.0500000000000007,4.39153770180893
"219","221","October_2024",0.4131,0.424,0.4226,219,"Montipora capitata","Susceptible",6.709,8.1361,1.4271,32.5160996221498,"May be an overestimation",21.2,21.13,20.7869,639.28024091303,0.0700000000000003,2.15277972491869
"220","225","October_2024",0.4259,0.4362,0.4353,220,"Porites compressa","Susceptible",3.6632,4.0133,0.3501,7.97693677928292,"",21.81,21.765,21.3841,2680.74081463666,0.0449999999999982,5.64126321232339
"221","226","October_2024",0.4168,0.4271,0.4262,221,"Porites compressa","Resistant",7.5408,8.2515,0.7107,16.1931133077303,"",21.355,21.31,20.9382,1293.03115479372,0.0449999999999982,2.77895912569919
"222","233","October_2024",0.4229,0.4326,0.4318,222,"Porites compressa","Susceptible",4.1879,4.5387,0.3508,7.99288609589388,"",21.63,21.59,21.2071,2653.24686797358,0.0399999999999991,5.00445014730637
"223","234","October_2024",0.4228,0.4335,0.4324,223,"Porites compressa","Resistant",3.9883,4.3867,0.3984,9.07743962543934,"",21.675,21.62,21.2522,2341.2108344341,0.0549999999999997,6.05897723030438
"224","235","October_2024",0.4186,0.4295,0.4284,224,"Porites compressa","Susceptible",5.2037,5.6443,0.4406,10.0389555697002,"",21.475,21.42,21.0564,2097.4691892803,0.0549999999999997,5.47865757728841
"225","236","October_2024",0.4219,0.4317,0.4311,225,"Porites compressa","Resistant",3.5941,3.9309,0.3368,7.67389976367461,"",21.585,21.555,21.1631,2757.80250612319,0.0299999999999976,3.9093552071147
"226","237","October_2024",0.4147,0.4251,0.4242,226,"Porites compressa","Susceptible",3.7849,4.2897,0.5048,11.5017357503057,"",21.255,21.21,20.8403,1811.92651721686,0.0449999999999982,3.91245295292079
"227","238","October_2024",0.4107,0.421,0.4203,227,"Porites compressa","Resistant",4.0128,4.5805,0.567699999999999,12.9348957714907,"",21.05,21.015,20.6393,1595.62940162922,0.0350000000000001,2.70585868014045
"228","239","October_2024",0.4106,0.4217,0.4204,228,"Porites compressa","Susceptible",6.5392,7.2847,0.7455,16.9860221906753,"",21.085,21.02,20.6744,1217.14193987981,0.0650000000000013,3.82667579674327
"229","240","October_2024",0.4112,0.4218,0.4206,229,"Porites compressa","Resistant",5.5888,6.1386,0.5498,12.5270489610104,"",21.09,21.03,20.6788,1650.73195326061,0.0600000000000023,4.78963562661472
"230","241","October_2024",0.4174,0.4271,0.4262,230,"Porites compressa","Susceptible",4.8257,5.2982,0.472499999999999,10.7657887123998,"",21.355,21.31,20.9376,1944.82731914333,0.0449999999999982,4.1799074087501
"231","242","October_2024",0.4088,0.419,0.4184,231,"Porites compressa","Resistant",4.2634,4.8541,0.5907,13.4589447458509,"",20.95,20.92,20.5412,1526.21177870073,0.0300000000000011,2.22900090359978
"232","243","October_2024",0.4138,0.4243,0.4234,232,"Porites compressa","Susceptible",8.2341,8.9555,0.721400000000001,16.4369100044979,"",21.215,21.17,20.8012,1265.51766690381,0.0449999999999982,2.73774085200224
"233","244","October_2024",0.4121,0.4222,0.4215,233,"Porites compressa","Resistant",9.8881,10.6889,0.800800000000001,18.2460182029413,"",21.11,21.075,20.6979,1134.37900641048,0.0350000000000001,1.91822673915551
"234","247","October_2024",0.417,0.4266,0.4261,234,"Porites compressa","Susceptible",3.8102,4.2292,0.419,9.54680522856194,"",21.33,21.305,20.913,2190.57574752158,0.0249999999999986,2.61867707588755
"235","248","October_2024",0.4141,0.4249,0.4236,235,"Porites compressa","Resistant",8.0724,8.8781,0.8057,18.3576634192181,"",21.245,21.18,20.8309,1134.7250205161,0.0650000000000013,3.54075562426723
"236","1","January_2025",0.4172,0.4267,0.4261,236,"Montipora capitata","Susceptible",1.9665,2.3359,0.3694,8.41668222298517,"",21.335,21.305,20.9178,2485.27857483742,0.0300000000000011,3.56434984774332
"237","2","January_2025",0.4224,0.4322,0.4314,237,"Montipora capitata","Resistant",3.0887,3.7938,0.7051,16.0655187748426,"",21.61,21.57,21.1876,1318.8245145982,0.0399999999999991,2.4898044414623
"238","3","January_2025",0.42,0.4289,0.4286,238,"Montipora capitata","Susceptible",0.9179,1.0693,0.1514,3.44960933557107,"",21.445,21.43,21.025,6094.89306026573,0.0150000000000006,4.34831847343588
"239","4","January_2025",0.4181,0.4275,0.4274,239,"Montipora capitata","Resistant",1.6692,1.9726,0.3034,6.91288951395154,"",21.375,21.37,20.9569,3031.568775648,0.00499999999999901,0.723286548976089
"240","12","January_2025",0.418,0.4273,0.4269,240,"Montipora capitata","Resistant",1.2619,1.484,0.2221,5.0604903132783,"",21.365,21.345,20.947,4139.32222042533,0.0200000000000031,3.95218620368165
"241","19","January_2025",0.4182,0.4288,0.428,241,"Montipora capitata","Susceptible",2.7859,3.2644,0.4785,10.9024971404938,"",21.44,21.4,21.0218,1928.16377102465,0.0400000000000027,3.66888424592524
"242","20","January_2025",0.4175,0.4265,0.426,242,"Montipora capitata","Resistant",1.3102,1.6292,0.319,7.26833142699585,"",21.325,21.3,20.9075,2876.51990143789,0.0249999999999986,3.43957898055449
"243","26","January_2025",0.4157,0.4259,0.4251,243,"Porites compressa","Resistant",7.0388,7.7191,0.6803,15.5004572720542,"",21.295,21.255,20.8793,1347.01187413634,0.0400000000000027,2.58056903083232
"244","27","January_2025",0.4198,0.4303,0.4294,244,"Porites compressa","Susceptible",7.277,7.9428,0.6658,15.1700785708271,"",21.515,21.47,21.0952,1390.57948193935,0.0450000000000017,2.96636565129855
"245","28","January_2025",0.4172,0.4266,0.4259,245,"Porites compressa","Resistant",3.7392,4.2222,0.483,11.0050284615643,"",21.33,21.295,20.9128,1900.2949490807,0.0349999999999966,3.18036433274445
"246","29","January_2025",0.4157,0.4253,0.4244,246,"Porites compressa","Susceptible",2.2552,2.5622,0.307,6.99491457080792,"",21.265,21.22,20.8493,2980.63683107882,0.0450000000000017,6.43324511607354
"247","43","January_2025",0.4193,0.4293,0.4285,247,"Porites compressa","Susceptible",5.2994,5.8456,0.5462,12.445023904154,"",21.465,21.425,21.0457,1691.09357780946,0.0399999999999991,3.21413605213306
"248","44","January_2025",0.4154,0.4248,0.4242,248,"Porites compressa","Resistant",2.2447,2.5959,0.3512,8.00199999110014,"",21.24,21.21,20.8246,2602.42439679595,0.0300000000000011,3.74906273848629
"249","201","January_2025",0.418,0.4279,0.4269,249,"Montipora capitata","Susceptible",4.9241,5.5738,0.6497,14.8032442887749,"",21.395,21.345,20.977,1417.05423424692,0.0500000000000007,3.37763797074639
"250","202","January_2025",0.4174,0.4275,0.4268,250,"Montipora capitata","Resistant",1.8253,2.1015,0.2762,6.29314463992557,"",21.375,21.34,20.9576,3330.226969048,0.0350000000000001,5.56160743199033
"251","203","January_2025",0.42,0.4294,0.4289,251,"Montipora capitata","Susceptible",1.7531,2.1704,0.4173,9.50807117393532,"",21.47,21.445,21.05,2213.90854306022,0.0249999999999986,2.62934506301674
"252","204","January_2025",0.4126,0.4226,0.4221,252,"Montipora capitata","Resistant",3.417,4.0071,0.590100000000001,13.4452739030416,"",21.13,21.105,20.7174,1540.86857206481,0.0249999999999986,1.85938941670374
"253","205","January_2025",0.4136,0.4226,0.4221,253,"Montipora capitata","Susceptible",1.3191,1.5862,0.2671,6.08580352398305,"",21.13,21.105,20.7164,3404.05337082612,0.0249999999999986,4.10792098388949
"254","206","January_2025",0.4209,0.4307,0.4301,254,"Montipora capitata","Resistant",1.2509,1.596,0.3451,7.86301308920461,"",21.535,21.505,21.1141,2685.24289104748,0.0300000000000011,3.81533130616164
"255","209","January_2025",0.4156,0.425,0.4249,255,"Montipora capitata","Susceptible",0.9423,1.1999,0.2576,5.86934851283427,"",21.25,21.245,20.8344,3549.6954993288,0.00499999999999901,0.851883303413608
"256","210","January_2025",0.4164,0.4259,0.4251,256,"Montipora capitata","Resistant",0.7689,1.0057,0.2368,5.39542596210852,"",21.295,21.255,20.8786,3869.68520124789,0.0400000000000027,7.41368712700689
"257","211","January_2025",0.4154,0.4241,0.4234,257,"Montipora capitata","Susceptible",1.6053,1.9811,0.3758,8.5625045462854,"",21.205,21.17,20.7896,2427.98119260783,0.0349999999999966,4.08758907055767
"258","213","January_2025",0.4109,0.4208,0.42,258,"Montipora capitata","Susceptible",1.7415,2.1619,0.4204,9.57870386178388,"",21.04,21,20.6291,2153.64211042204,0.0399999999999991,4.17593033224328
"259","214","January_2025",0.4106,0.4194,0.4191,259,"Montipora capitata","Resistant",1.0297,1.2761,0.2464,5.61415944705887,"",20.97,20.955,20.5594,3662.06200480654,0.0150000000000006,2.6718158152524
"260","219","January_2025",0.4185,0.4282,0.4273,260,"Montipora capitata","Susceptible",1.2186,1.435,0.2164,4.93061730658904,"",21.41,21.365,20.9915,4257.37766586508,0.0449999999999982,9.12664625986331
"261","220","January_2025",0.4135,0.4229,0.4223,261,"Montipora capitata","Resistant",1.0966,1.3127,0.2161,4.92378188518434,"",21.145,21.115,20.7315,4210.48301558221,0.0299999999999976,6.09287752779374
"262","221","January_2025",0.4154,0.4241,0.4236,262,"Montipora capitata","Susceptible",0.8228,1.0371,0.2143,4.88276935675615,"",21.205,21.18,20.7896,4257.74770033608,0.0249999999999986,5.1200452393695
"263","225","January_2025",0.415,0.4243,0.4236,263,"Porites compressa","Susceptible",2.9452,3.2948,0.3496,7.96554441027508,"",21.215,21.18,20.8,2611.24650477992,0.0350000000000001,4.39392440708161
"264","226","January_2025",0.4156,0.4245,0.4238,264,"Porites compressa","Resistant",3.5412,3.9831,0.4419,10.0685757291206,"",21.225,21.19,20.8094,2066.766994642,0.0349999999999966,3.47616196586461
"265","233","January_2025",0.4187,0.4279,0.4278,265,"Porites compressa","Susceptible",2.3022,2.5779,0.2757,6.28175227091773,"",21.395,21.39,20.9763,3339.2434300717,0.00499999999999901,0.795956253026281
"266","234","January_2025",0.4198,0.4304,0.4293,266,"Porites compressa","Resistant",6.1887,6.9101,0.7214,16.4369100044978,"",21.52,21.465,21.1002,1283.70843389823,0.0549999999999997,3.34612770800287
"267","235","January_2025",0.4179,0.4279,0.4273,267,"Porites compressa","Susceptible",4.9442,5.3785,0.434299999999999,9.89541172020155,"",21.395,21.365,20.9771,2119.88147569192,0.0299999999999976,3.03170811364548
"268","236","January_2025",0.4194,0.4293,0.4284,268,"Porites compressa","Resistant",4.2432,4.7537,0.5105,11.6316087569949,"",21.465,21.42,21.0456,1809.34558921988,0.0449999999999982,3.86876836559143
